company,date,job,link,location,opened,site
alignet s.a.c.,2022-01-25,practicante de implementación,https://www.bumeran.com.pe/empleos/practicante-de-implementacion-alignet-s.a.c.-1114938682.html,"miraflores, lima",False,Bumeran
mibanco,2022-01-25,analista senior de parámetros de riesgos,https://www.bumeran.com.pe/empleos/analista-senior-de-parametros-de-riesgos-mibanco-1114937499.html,"lima, lima",False,Bumeran
indra peru,2022-01-25,analista de datos,https://www.bumeran.com.pe/empleos/analista-de-datos-indra-peru-1114937328.html,"lima, lima",False,Bumeran
protecta security,2022-01-25,consultor técnico actuarial,https://www.bumeran.com.pe/empleos/consultor-tecnico-actuarial-protecta-security-1114937212.html,"surquillo, lima",False,Bumeran
intercorp retail,2022-01-25,data engineer jr indigital xp,https://www.bumeran.com.pe/empleos/data-engineer-jr.-indigital-xp-intercorp-retail-1114936931.html,"lima, lima",False,Bumeran
talent target s.a.c.,2022-01-25,programador,https://www.bumeran.com.pe/empleos/programador-talent-target-s.a.c.-1114391965.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-24,practicante preprofesional de data analytics riesgo crediticio,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-data-analytics-riesgo-crediticio-adecco-consulting-1114935926.html,"la molina, lima",False,Bumeran
michael page perú,2022-01-24,tech product owner lead,https://www.bumeran.com.pe/empleos/tech-product-owner-lead-michael-page-peru-1114935471.html,"lima, lima",False,Bumeran
net partners,2022-01-24,microstrategy,https://www.bumeran.com.pe/empleos/microstrategy-net-partners-1114935314.html,"lima, lima",False,Bumeran
indra peru,2022-01-24,"recien egresado carrera ingeniería sistemas, informática, afin",https://www.bumeran.com.pe/empleos/recien-egresado-carrera-ingenieria-sistemas-informatica-afin-indra-peru-1114934435.html,"lima, lima",False,Bumeran
rimac cia de seguros y reaseguros s.a.,2022-01-24,data scientist data scrapping,https://www.bumeran.com.pe/empleos/data-scientist-data-scrapping-rimac-cia-de-seguros-y-reaseguros-s.a.-1114934207.html,"lima, lima",False,Bumeran
zoluxiones sac,2022-01-24,analista de base de datosremoto,https://www.bumeran.com.pe/empleos/analista-de-base-de-datos-remoto-zoluxiones-sac-1114934145.html,"lima, lima",False,Bumeran
clinica internacional,2022-01-22,analista junior de data science,https://www.bumeran.com.pe/empleos/analista-junior-de-data-science-clinica-internacional-1114932233.html,"lima, lima",False,Bumeran
confidencial,2022-01-21,analista programador,https://www.bumeran.com.pe/empleos/analista-programador-1114932111.html,"lima, lima",False,Bumeran
skf del peru,2022-01-21,practicante profesional bi,https://www.bumeran.com.pe/empleos/practicante-profesional-bi-skf-del-peru-1114930754.html,"lima, lima",False,Bumeran
csti corp,2022-01-20,programador php junior,https://www.bumeran.com.pe/empleos/programador-php-junior-csti-corp-1114929038.html,"santiago de surco, lima",False,Bumeran
pricewaterhousecoopers,2022-01-20,analista de auditoria de sistemas ti,https://www.bumeran.com.pe/empleos/analista-de-auditoria-de-sistemas-ti-pricewaterhousecoopers-1114928886.html,"san isidro, lima",False,Bumeran
prima afp,2022-01-20,practicante de renta variable,https://www.bumeran.com.pe/empleos/practicante-de-renta-variable-prima-afp-1114928092.html,"san isidro, lima",False,Bumeran
everis perú,2022-01-19,qa automatizador,https://www.bumeran.com.pe/empleos/qa-automatizador-everis-peru-1114840519.html,"san isidro, lima",False,Bumeran
pontificia universidad catolica del peru (pucp),2022-01-19,profesional en análisis de datos,https://www.bumeran.com.pe/empleos/profesional-en-analisis-de-datos-pontificia-universidad-catolica-del-peru-pucp-1114926425.html,"lima, lima",False,Bumeran
confidencial,2022-01-19,técnico en seguridad informática,https://www.bumeran.com.pe/empleos/tecnico-en-seguridad-informatica-1114926336.html,"chorrillos, lima",False,Bumeran
tecsup,2022-01-19,docente tecnología digital en diseño y desarrollo software,https://www.bumeran.com.pe/empleos/docente-tecnologia-digital-en-diseno-y-desarrollo-software-tecsup-1114926276.html,"santa anita, lima",False,Bumeran
pk analytics sociedad anonima cerrada,2022-01-19,cientifico de datos junior,https://www.bumeran.com.pe/empleos/cientifico-de-datos-junior-pk-analytics-sociedad-anonima-cerrada-1114925780.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,data engineer sr,https://www.bumeran.com.pe/empleos/data-engineer-sr-michael-page-peru-1114925118.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-michael-page-peru-1114925113.html,"lima, lima",False,Bumeran
michael page perú,2022-01-19,ingeniero devops,https://www.bumeran.com.pe/empleos/ingeniero-devops-michael-page-peru-1114925100.html,"lima, lima",False,Bumeran
indra peru,2022-01-19,joven profesional con interes en desarrollarse en big data resien egr,https://www.bumeran.com.pe/empleos/joven-profesional-con-interes-en-desarrollarse-en-big-data-resien-egresado-en-2021-indra-peru-1114925023.html,"lima, lima",False,Bumeran
indra peru,2022-01-19,analista data warehouse,https://www.bumeran.com.pe/empleos/analista-data-warehouse-indra-peru-1114924672.html,"lima, lima",False,Bumeran
fesepsa s.a,2022-01-19,analista de sistem4s,https://www.bumeran.com.pe/empleos/analista-de-sistem4s-fesepsa-s.a-1114924347.html,"callao, lima",False,Bumeran
cooperativa de ahorro y crédito pacífico,2022-01-18,analista de clasificación del deudor,https://www.bumeran.com.pe/empleos/analista-de-clasificacion-del-deudor-cooperativa-de-ahorro-y-credito-pacifico-1114923786.html,"san isidro, lima",False,Bumeran
financiera oh!,2022-01-18,practicante preprofesional de riesgo de mercado y liquidez,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-riesgo-de-mercado-y-liquidez-financiera-oh-1114923718.html,"lima, lima",False,Bumeran
confidencial,2022-01-18,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-1114923235.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-18,analista de gestion global de riesgos,https://www.bumeran.com.pe/empleos/analista-de-gestion-global-de-riesgos-adecco-consulting-1114923054.html,"lima, lima",False,Bumeran
indra peru,2022-01-18,joven profesional con interés de desarrollarse como big data,https://www.bumeran.com.pe/empleos/joven-profesional-con-interes-de-desarrollarse-como-big-data-indra-peru-1114922914.html,"lima, lima",False,Bumeran
everis perú,2022-01-18,data modeler,https://www.bumeran.com.pe/empleos/data-modeler-everis-peru-1114818095.html,"lima, lima",False,Bumeran
informatica delta s.a.c.,2022-01-18,cod22004 ingeniero devops,https://www.bumeran.com.pe/empleos/cod-22004-ingeniero-devops-informatica-delta-s.a.c.-1114922533.html,"lima, lima",False,Bumeran
zoluxiones sac,2022-01-18,ingeniero de datos,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-zoluxiones-sac-1114922185.html,"lima, lima",False,Bumeran
adecco consulting,2022-01-18,risk specialist advanced,https://www.bumeran.com.pe/empleos/risk-specialist-advanced-adecco-consulting-1114922077.html,"lima, lima",False,Bumeran
confidencial,2022-01-18,analista gis presencial san isidro,https://www.bumeran.com.pe/empleos/analista-gis-presencial-san-isidro-1114921660.html,"san isidro, lima",False,Bumeran
tata consultancy services sucursal peru,2022-01-17,ingeniero de datos pleno gcp,https://www.bumeran.com.pe/empleos/ingeniero-de-datos-pleno-gcp-tata-consultancy-services-sucursal-peru-1114920747.html,perú,False,Bumeran
wilfredo roca,2022-01-26,practicante de odontologia,https://www.bumeran.com.pe/empleos/practicante-de-odontologia-wilfredo-roca-1114933379.html,"comas, lima",False,Bumeran
sokso catálogos,2022-01-26,practicante profesional de diseño gráfico audiovisual,https://www.bumeran.com.pe/empleos/practicante-profesional-de-diseno-grafico-audiovisual-sokso-catalogos-1114939500.html,perú,False,Bumeran
efc,2022-01-26,practicante pre de proyectos,https://www.bumeran.com.pe/empleos/practicante-pre-de-proyectos-efc-1114935601.html,perú,False,Bumeran
sokso catálogos,2022-01-26,practicante profesional de diseño de moda,https://www.bumeran.com.pe/empleos/practicante-profesional-de-diseno-de-moda-sokso-catalogos-1114939487.html,perú,False,Bumeran
giovanna saravia,2022-01-26,asistente de facturación con experiencia,https://www.bumeran.com.pe/empleos/asistente-de-facturacion-con-experiencia-giovanna-saravia-1114933349.html,"lurigancho, lima",False,Bumeran
confidencial,2022-01-26,analista de planillas,https://www.bumeran.com.pe/empleos/analista-de-planillas-1114939444.html,"lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-26,asesor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/asesor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114939377.html,"lima, lima",False,Bumeran
salesland internacional s.a.,2022-01-26,asesor call center tarjetas scotiabank planilla completa fijo ,https://www.bumeran.com.pe/empleos/asesor-call-center-tarjetas-scotiabank-planilla-completa-fijo-comisiones-ilimitadas-salesland-internacional-s.a.-1114939372.html,"lima, lima",False,Bumeran
abbott,2022-01-26,practicante de sfe efectividad de fuerza de ventas,https://www.bumeran.com.pe/empleos/practicante-de-sfe-efectividad-de-fuerza-de-ventas-abbott-1114939365.html,"san isidro, lima",False,Bumeran
sgs del perú,2022-01-26,tech lead,https://www.bumeran.com.pe/empleos/tech-lead-sgs-del-peru-1114939103.html,"callao, lima",False,Bumeran
raul bedia,2022-01-26,practicante de contabilidad,https://www.bumeran.com.pe/empleos/practicante-de-contabilidad-raul-bedia-1114932967.html,"comas, lima",False,Bumeran
alicorp,2022-01-25,analista de automatizacion de procesos,https://www.bumeran.com.pe/empleos/analista-de-automatizacion-de-procesos-alicorp-1114939042.html,"lima, lima",False,Bumeran
confidencial,2022-01-25,supervisor de operaciones logísticas turnos rotativos,https://www.bumeran.com.pe/empleos/supervisor-de-operaciones-logisticas-turnos-rotativos-1114939007.html,"lima, lima",False,Bumeran
universidad peruana de ciencias aplicadas,2022-01-25,practicante profesional de división empresarial,https://www.bumeran.com.pe/empleos/practicante-profesional-de-division-empresarial-universidad-peruana-de-ciencias-aplicadas-1114938936.html,"lima, lima",False,Bumeran
process & technology solutions s.a.c,2022-01-25,react software engineer,https://www.bumeran.com.pe/empleos/react-software-engineer-process-technology-solutions-s.a.c-1114938935.html,"lima, lima",False,Bumeran
consultora human solutions s.a.c,2022-01-25,practicante profesional de rrhh,https://www.bumeran.com.pe/empleos/practicante-profesional-de-rr.hh-consultora-human-solutions-s.a.c-1114938907.html,"lima, lima",False,Bumeran
sanna,2022-01-25,practicante pre profesional de bienestar social clínica san borja,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-bienestar-social-clinica-san-borja-sanna-1114938900.html,"lima, lima",False,Bumeran
rinti sa,2022-01-25,técnico de mantenimiento eléctrico,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-electrico-rinti-sa-1114938853.html,"ate., lima",False,Bumeran
ibt group,2022-01-25,qf asistente técnico de farmacia barton,https://www.bumeran.com.pe/empleos/qf-asistente-tecnico-de-farmacia-barton-ibt-group-1114938813.html,"callao, lima",False,Bumeran
clinica javier prado s a,2022-01-25,practicante de reclutamiento y selección,https://www.bumeran.com.pe/empleos/practicante-de-reclutamiento-y-seleccion-clinica-javier-prado-s-a-1114938810.html,"san isidro, lima",False,Bumeran
lima gas,2022-01-25,practicante de seguridad,https://www.bumeran.com.pe/empleos/practicante-de-seguridad-lima-gas-1114938793.html,"callao, lima",False,Bumeran
pesquera hayduk s.a.,2022-01-25,analista de calidad chd coishco,https://www.bumeran.com.pe/empleos/analista-de-calidad-chd-coishco-pesquera-hayduk-s.a.-1114938787.html,"coishco, ancash",False,Bumeran
confidencial,2022-01-25,practicante de selección,https://www.bumeran.com.pe/empleos/practicante-de-seleccion-1114938727.html,"villa el salvador, lima",False,Bumeran
tecsup,2022-01-25,practicante profesional de tutoría servicios educativos,https://www.bumeran.com.pe/empleos/practicante-profesional-de-tutoria-servicios-educativos-tecsup-1114938717.html,"santa anita, lima",False,Bumeran
alignet s.a.c.,2022-01-25,practicante de implementación,https://www.bumeran.com.pe/empleos/practicante-de-implementacion-alignet-s.a.c.-1114938682.html,"miraflores, lima",False,Bumeran
bimbo perú,2022-01-25,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-bimbo-peru-1114938661.html,"callao, lima",False,Bumeran
apm terminals callao,2022-01-25,practicante de facturación,https://www.bumeran.com.pe/empleos/practicante-de-facturacion-apm-terminals-callao-1114938627.html,"callao, lima",False,Bumeran
confidencial,2022-01-25,practicante de marketing,https://www.bumeran.com.pe/empleos/practicante-de-marketing-1114938612.html,"ate., lima",False,Bumeran
pacífico seguros,2022-01-25,líder de desarrollo digital,https://www.bumeran.com.pe/empleos/lider-de-desarrollo-digital-pacifico-seguros-1114938568.html,"san isidro, lima",False,Bumeran
banbif,2022-01-25,practicante profesional de marketing,https://www.bumeran.com.pe/empleos/practicante-profesional-de-marketing-banbif-1114937752.html,"lima, lima",False,Bumeran
dental express r&c sac,2022-01-25,ejecutivo comercial para clinica dental,https://www.bumeran.com.pe/empleos/ejecutivo-comercial-para-clinica-dental-dental-express-rc-sac-1114935035.html,"los olivos, lima",False,Bumeran
tivit perú,2022-01-25,especialista en seguridad ti senior,https://www.bumeran.com.pe/empleos/especialista-en-seguridad-ti-senior-tivit-peru-1114938356.html,"magdalena, lima",False,Bumeran
mitsui automotriz s.a.,2022-01-25,practicante profesional ssoma,https://www.bumeran.com.pe/empleos/practicante-profesional-ssoma-mitsui-automotriz-s.a.-1114938321.html,"lima, lima",False,Bumeran
pacífico seguros,2022-01-25,scrum master ii,https://www.bumeran.com.pe/empleos/scrum-master-ii-pacifico-seguros-1114938260.html,"san isidro, lima",False,Bumeran
pacífico seguros,2022-01-25,auditor interno,https://www.bumeran.com.pe/empleos/auditora-interno-pacifico-seguros-1114938259.html,"san isidro, lima",False,Bumeran
opp film,2022-01-25,auditor de control de calidad lurín,https://www.bumeran.com.pe/empleos/auditor-de-control-de-calidad-lurin-opp-film-1114938159.html,"lurín, lima",False,Bumeran
salesland internacional s.a.,2022-01-25,asesor de ventas tarjetas de crédito scotiabank call center intangib,https://www.bumeran.com.pe/empleos/asesor-de-ventas-tarjetas-de-credito-scotiabank-call-center-intangibles-comisiones-ilimitadas-salesland-internacional-s.a.-1114938124.html,perú,False,Bumeran
carvajal empaques perú,2022-01-25,practicante pre profesional de contabilidad impuestos,https://www.bumeran.com.pe/empleos/practicante-pre-profesional-de-contabilidad-impuestos-carvajal-empaques-peru-1114938105.html,"callao, lima",False,Bumeran
noticias perú,2022-01-25,practicante profesional,https://www.bumeran.com.pe/empleos/practicante-profesional-noticias-peru-1114938058.html,"miraflores, lima",False,Bumeran
clinica san felipe,2022-01-25,practicante profesional de administración área de salud ocupacional,https://www.bumeran.com.pe/empleos/practicante-profesional-de-administracion-area-de-salud-ocupacional-clinica-san-felipe-1114938016.html,"lima, lima",False,Bumeran
kristel begazo,2022-01-26,ingeniero mecanico electrico mecanico electronico,https://www.bumeran.com.pe/empleos/ingeniero-mecanico-electrico-mecanico-electronico-kristel-begazo-1114933357.html,"arequipa, arequipa",False,Bumeran
opp film,2022-01-25,jefe eléctrico,https://www.bumeran.com.pe/empleos/jefe-electrico-opp-film-1114938995.html,"lima, lima",False,Bumeran
modasa,2022-01-25,ejecutivo de ventas de herramientas eléctricas y manuales,https://www.bumeran.com.pe/empleos/ejecutivo-de-ventas-de-herramientas-electricas-y-manuales-modasa-1114938982.html,perú,False,Bumeran
compañia nacional de chocolates de peru s.a.,2022-01-25,instrumentista programador,https://www.bumeran.com.pe/empleos/instrumentista-programador-compania-nacional-de-chocolates-de-peru-s.a.-1114938959.html,"cercado de lima, lima",False,Bumeran
compañia nacional de chocolates de peru s.a.,2022-01-25,planificador de mantenimiento planner,https://www.bumeran.com.pe/empleos/planificador-de-mantenimiento-planner-compania-nacional-de-chocolates-de-peru-s.a.-1114938942.html,"cercado de lima, lima",False,Bumeran
mill  hire the future,2022-01-25,supervisor fise piura,https://www.bumeran.com.pe/empleos/supervisora-fise-piura-mill-hire-the-future-1114938875.html,"piura, piura",False,Bumeran
rwl water sociedad anonima cerrada - rwl water s.a.c.,2022-01-25,técnico operador mantenedor de planta tdv,https://www.bumeran.com.pe/empleos/tecnico-operador-mantenedor-de-planta-tdv-rwl-water-sociedad-anonima-cerrada-rwl-water-s.a.c.-1114938855.html,"chincha baja, ica",False,Bumeran
rinti sa,2022-01-25,técnico de mantenimiento eléctrico,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-electrico-rinti-sa-1114938853.html,"ate., lima",False,Bumeran
thyssenkrupp industrial solutions (peru) s.a.,2022-01-25,planificador sede arequipa,https://www.bumeran.com.pe/empleos/planificador-sede-arequipa-thyssenkrupp-industrial-solutions-peru-s.a.-1114938756.html,"arequipa, arequipa",False,Bumeran
confidencial,2022-01-25,supervisor de mantenimiento empresa industrial,https://www.bumeran.com.pe/empleos/supervisor-de-mantenimiento-empresa-industrial-1114938710.html,"chincha alta, ica",False,Bumeran
tecsur.s.a,2022-01-25,supervisor ssoma senior experiencia en set,https://www.bumeran.com.pe/empleos/supervisor-ssoma-senior-|-experiencia-en-set-tecsur.s.a-1114938664.html,"san juan de miraflores, lima",False,Bumeran
sodexo peru,2022-01-25,supervisor de mantenimiento de servicios generales con experiencia ,https://www.bumeran.com.pe/empleos/supervisora-de-mantenimiento-de-servicios-generales-con-experiencia-en-campamentos-junin-14x7-sodexo-peru-1114938610.html,"lima, lima",False,Bumeran
transportes cruz del sur s.a.c.,2022-01-25,jefe comercial institucional,https://www.bumeran.com.pe/empleos/jefe-comercial-institucional-transportes-cruz-del-sur-s.a.c.-1114938375.html,"lima, lima",False,Bumeran
fireno sac,2022-01-25,supervisor de proyecto titulado colegiado,https://www.bumeran.com.pe/empleos/supervisor-de-proyecto-titulado-colegiado-fireno-sac-1114938053.html,"lima, lima",False,Bumeran
real plaza s.r.l.,2022-01-25,asistente de operaciones,https://www.bumeran.com.pe/empleos/asistente-de-operaciones-real-plaza-s.r.l.-1114937997.html,"lima, lima",False,Bumeran
aceros chilca s.a.c.,2022-01-25,técnico mecánico sede chilca,https://www.bumeran.com.pe/empleos/tecnico-mecanico-sede-chilca-aceros-chilca-s.a.c.-1114937837.html,"chilca, lima",False,Bumeran
luz del sur s.a.a.,2022-01-25,practicante profesional de servicio comercial,https://www.bumeran.com.pe/empleos/practicante-profesional-de-servicio-comercial-luz-del-sur-s.a.a.-1114937492.html,"lima, lima",False,Bumeran
minera aurifera retamas s.a.,2022-01-25,jefe de mantenimiento planta unidad minera,https://www.bumeran.com.pe/empleos/jefe-de-mantenimiento-planta-unidad-minera-minera-aurifera-retamas-s.a.-1114937474.html,"pataz, la libertad",False,Bumeran
luz del sur s.a.a.,2022-01-25,practicante profesional de bienestar,https://www.bumeran.com.pe/empleos/practicante-profesional-de-bienestar-luz-del-sur-s.a.a.-1114937435.html,"lima, lima",False,Bumeran
hipermercados tottus,2022-01-25,jefe de operaciones tienda tusilagos,https://www.bumeran.com.pe/empleos/jefe-de-operaciones-tienda-tusilagos-hipermercados-tottus-1114937395.html,"san juan de lurigancho, lima",False,Bumeran
hipermercados tottus,2022-01-25,jefe de prevención y mantenimiento tienda comas,https://www.bumeran.com.pe/empleos/jefe-de-prevencion-y-mantenimiento-tienda-comas-hipermercados-tottus-1114937384.html,"comas, lima",False,Bumeran
koonsult,2022-01-25,ingeniero de mantenimiento de equipos con experiencia en mina subterra,https://www.bumeran.com.pe/empleos/ingeniero-de-mantenimiento-de-equipos-con-experiencia-en-mina-subterranea-koonsult-1114937323.html,"lima, lima",False,Bumeran
grupo perú alfa,2022-01-25,jefe de planeamiento y control de la producción rubro industrial plá,https://www.bumeran.com.pe/empleos/jefe-de-planeamiento-y-control-de-la-produccion--rubro-industrial-plastico-grupo-peru-alfa-1114937320.html,"san juan de lurigancho, lima",False,Bumeran
copeinca sac,2022-01-25,practicante profesional operaciones de producción industrial,https://www.bumeran.com.pe/empleos/practicante-profesional-operaciones-de-produccion-industrial-copeinca-sac-1114937305.html,"puerto malabrigo, la libertad",False,Bumeran
laboratorios biomont s.a.,2022-01-25,asistente de mantenimiento mecánico de mantenimiento,https://www.bumeran.com.pe/empleos/asistente-de-mantenimiento-mecanico-de-mantenimiento-laboratorios-biomont-s.a.-1114937303.html,perú,False,Bumeran
ferreyros,2022-01-25,técnico eléctrico de camiones operación quellaveco,https://www.bumeran.com.pe/empleos/tecnico-electrico-de-camiones--operacion-quellaveco-ferreyros-1114937060.html,"moquegua, moquegua",False,Bumeran
confidencial,2022-01-25,gerente de operaciones,https://www.bumeran.com.pe/empleos/gerente-de-operaciones-1114937012.html,"lima, lima",False,Bumeran
tüv rheinland peru s.a.c.,2022-01-25,supervisor senior de líneas submarinas,https://www.bumeran.com.pe/empleos/supervisor-senior-de-lineas-submarinas-tuv-rheinland-peru-s.a.c.-1114936940.html,"callao, lima",False,Bumeran
ferreyros,2022-01-25,técnico eléctrico de pp operación quellaveco,https://www.bumeran.com.pe/empleos/tecnico-electrico-de-pp--operacion-quellaveco-ferreyros-1114936921.html,"moquegua, moquegua",False,Bumeran
confidencial,2022-01-25,merchandiser retai lg línea de electro huancayo,https://www.bumeran.com.pe/empleos/merchandiser-retai-lg-linea-de-electro-huancayo-1114936877.html,"huancayo, junin",False,Bumeran
confidencial,2022-01-25,técnico de mantenimiento,https://www.bumeran.com.pe/empleos/tecnico-de-mantenimiento-1114936872.html,"arequipa, arequipa",False,Bumeran
komatsu mitsui,2022-01-25,almacenero pucusana k0011,https://www.bumeran.com.pe/empleos/almacenero-pucusana-k0011-komatsu-mitsui-1114936783.html,"pucusana, lima",False,Bumeran
adecco,2022-01-25,auxiliar de mantenimiento villa el salvador,https://www.bumeran.com.pe/empleos/auxiliar-de-mantenimiento-villa-el-salvador-adecco-1114936772.html,"villa el salvador, lima",False,Bumeran
rinti sa,2022-01-25,técnico en mantenimiento electrónico,https://www.bumeran.com.pe/empleos/tecnico-en-mantenimiento-electronico-rinti-sa-1113509928.html,"lima, lima",False,Bumeran
ferreyros,2022-01-25,técnico mecánico underground,https://www.bumeran.com.pe/empleos/tecnico-mecanico-underground-ferreyros-1114936696.html,"lima, lima",False,Bumeran
agunsa perú,2022-01-25,técnico reefer operador logístico callao,https://www.bumeran.com.pe/empleos/tecnico-reefer-operador-logistico-callao-agunsa-peru-1114936623.html,"callao, lima",False,Bumeran
bitel,2022-01-25,técnico de infraestructura corporativa ica,https://www.bumeran.com.pe/empleos/tecnico-de-infraestructura-corporativa-ica-bitel-1114936455.html,"ica, ica",False,Bumeran
komatsu mitsui,2022-01-25,practicante preprofesional de ti k007,https://www.bumeran.com.pe/empleos/practicante-preprofesional-de-ti-k007-komatsu-mitsui-1114936359.html,"callao, lima",False,Bumeran
estilos srl,2022-01-25,vendedor tiempo completo huacho,https://www.bumeran.com.pe/empleos/vendedor-tiempo-completo-huacho-estilos-srl-1114103481.html,"huacho, lima",False,Bumeran
edwin vasquez,2022-01-25,ejecutivo de ventas,https://www.bumeran.com.pe/empleos/ejecutivoa-de-ventas-edwin-vasquez-1114932611.html,"lima, lima",False,Bumeran
